3200.0 2699.0
3225.0 2799.2
3250.0 2730.4
3275.0 2684.1
3300.0 2630.2
3325.0 2612.6
3350.0 2574.5
3375.0 2589.3
3400.0 2576.9
3425.0 2557.2
3450.0 2498.1
3475.0 2507.0
3500.0 2469.3
3525.0 2426.2
3550.0 2379.8
3575.0 2361.0
3600.0 2296.4
3625.0 2240.2
3650.0 2255.7
3675.0 2200.5
3700.0 2102.6
3725.0 2067.4
3750.0 2058.9
3775.0 2052.6
3800.0 2028.4
3825.0 1993.5
3850.0 2042.3
3875.0 2011.9
3900.0 2001.6
3925.0 2063.9
3950.0 1956.5
3975.0 1910.9
4000.0 1936.2
4025.0 1927.0
4050.0 1965.8
4075.0 1867.1
4100.0 1753.5
4125.0 1786.1
4150.0 1835.4
4175.0 1813.3
4200.0 1785.2
4225.0 1784.6
4250.0 1764.1
4275.0 1737.7
4300.0 1682.2
4325.0 1554.4
4350.0 1523.0
4375.0 1592.6
4400.0 1590.1
4425.0 1575.6
4450.0 1525.5
4475.0 1477.7
4500.0 1494.9
4525.0 1482.2
4550.0 1451.2
4575.0 1431.9
4600.0 1421.4
4625.0 1392.3
4650.0 1359.8
4675.0 1351.6
4700.0 1361.9
4725.0 1372.3
4750.0 1360.6
4775.0 1326.6
4800.0 1311.3
4825.0 1298.9
4850.0 1202.8
4875.0 1163.7
4900.0 1224.9
4925.0 1214.8
4950.0 1207.9
4975.0 1220.6
5000.0 1196.9
5025.0 1169.5
5050.0 1162.0
5075.0 1167.7
5100.0 1153.2
5125.0 1138.4
5150.0 1120.1
5175.0 1108.4
5200.0 1113.7
5225.0 1098.3
5250.0 1086.1
5275.0 1066.8
5300.0 1047.3
5325.0 1034.6
5350.0 1028.8
5375.0 1012.2
5400.0 1002.6
5425.0 989.2
5450.0 972.1
5475.0 958.4
5500.0 962.8
5525.0 959.8
5550.0 938.4
5575.0 927.9
5600.0 909.8
5625.0 898.9
5650.0 880.4
5675.0 865.5
5700.0 858.0
5725.0 846.5
5750.0 838.8
5775.0 831.0
5800.0 796.1
5825.0 787.9
5850.0 795.2
5875.0 779.1
5900.0 774.6
5925.0 785.8
5950.0 785.1
5975.0 772.6
6000.0 751.9
6025.0 747.1
6050.0 750.2
6075.0 745.2
6100.0 732.1
6125.0 722.9
6150.0 713.6
6175.0 704.3
6200.0 686.6
6225.0 689.3
6250.0 683.8
6275.0 669.9
6300.0 660.0
6325.0 671.0
6350.0 665.3
6375.0 655.2
6400.0 645.0
6425.0 639.0
6450.0 633.0
6475.0 644.0
6500.0 612.0
6525.0 597.1
6550.0 564.6
6575.0 575.5
6600.0 599.6
6625.0 593.0
6650.0 590.9
6675.0 575.4
6700.0 568.7
6725.0 570.8
6750.0 572.9
6775.0 561.5
6800.0 541.1
6825.0 534.0
6850.0 540.5
6875.0 537.9
6900.0 539.9
6925.0 532.7
6950.0 520.8
6975.0 513.4
7000.0 505.9
7025.0 493.8
7050.0 490.8
7075.0 478.5
7100.0 475.5
7125.0 477.2
7150.0 474.1
7175.0 461.5
7200.0 448.8
7225.0 464.7
7250.0 456.7
7275.0 439.0
7300.0 430.8
7325.0 432.3
7350.0 428.9
